timestamp_local,timestamp_utc,hour,day_of_week,month,weekend_flag,season,daylight_flag,mean_temperature,population_weighted_temperature,mean_wind_speed,wind_capacity_weighted_wind_speed,mean_cloud_cover,national_solar_irradiance,total_precipitation,heating_degree,cooling_degree,wind_speed_squared,wind_speed_cubed,temperature_lag_1h,temperature_lag_6h,wind_speed_lag_1h,total_electricity_consumption_mw,total_electricity_generation_mw,wind_generation_mw,solar_generation_mw,gas_generation_mw,other_generation_mw,renewable_generation_mw,renewable_generation_percentage,net_exports_mw,consumption_lag_1h,consumption_lag_24h,random_control
2022-07-06T15:00:00+01:00,2022-07-06T14:00:00+00:00,15,2,7,0,summer,1,17.4,17.54,7.96,8.27,65.42,247.17,5.73,0.0,0.0,68.314,564.625,17.23,15.37,8.01,3232.5,2891.7,1103.2,228.5,1046.4,513.6,1331.7,46.05,-340.8,3122.1,3413.5,-0.77498
2022-07-06T16:00:00+01:00,2022-07-06T15:00:00+00:00,16,2,7,0,summer,1,17.15,17.2,8.79,9.36,59.02,243.12,0.99,0.0,0.0,87.538,819.028,17.54,15.95,8.27,3484.3,3341.4,1658.9,222.4,919.7,540.4,1881.3,56.3,-142.9,3232.5,3548.0,0.78839
2022-07-06T17:00:00+01:00,2022-07-06T16:00:00+00:00,17,2,7,0,summer,1,17.2,17.24,8.29,8.76,69.82,168.27,4.98,0.0,0.0,76.713,671.899,17.2,16.94,9.36,3657.4,3378.0,1349.6,160.4,1340.9,527.1,1510.0,44.7,-279.4,3484.3,3688.2,-1.34486
2022-07-06T18:00:00+01:00,2022-07-06T17:00:00+00:00,18,2,7,0,summer,1,16.86,16.83,7.82,8.17,69.78,130.38,3.88,0.0,0.0,66.814,546.14,17.24,17.64,8.76,3619.4,3241.6,1021.0,124.1,1565.1,531.4,1145.1,35.33,-377.8,3657.4,3804.3,-1.37685
2022-07-06T19:00:00+01:00,2022-07-06T18:00:00+00:00,19,2,7,0,summer,1,16.54,16.56,6.63,6.96,69.13,96.58,7.56,0.0,0.0,48.429,337.023,16.83,17.49,8.17,3580.4,3299.1,596.9,88.8,2077.5,535.9,685.7,20.78,-281.3,3619.4,3785.5,1.79381
2022-07-06T20:00:00+01:00,2022-07-06T19:00:00+00:00,20,2,7,0,summer,1,15.54,15.59,6.41,6.73,67.47,60.54,5.24,0.0,0.0,45.34,305.297,16.56,17.23,6.96,3466.0,3208.0,531.0,55.0,2087.0,535.0,586.0,18.27,-258.0,3580.4,3621.6,-1.54475
2022-07-06T21:00:00+01:00,2022-07-06T20:00:00+00:00,21,2,7,0,summer,1,14.78,14.93,7.2,7.62,70.88,22.05,0.37,0.57,0.0,58.052,442.311,15.59,17.54,6.73,3238.1,3007.4,822.8,19.3,1616.0,549.3,842.1,28.0,-230.7,3466.0,3425.4,1.38177
2022-07-06T22:00:00+01:00,2022-07-06T21:00:00+00:00,22,2,7,0,summer,0,14.35,14.51,5.8,6.07,67.48,0.05,4.87,0.99,0.0,36.834,223.549,14.93,17.2,7.62,3185.1,2956.2,360.3,0.0,2033.6,562.3,360.3,12.19,-228.9,3238.1,3415.3,-0.04026
2022-07-06T23:00:00+01:00,2022-07-06T22:00:00+00:00,23,2,7,0,summer,0,13.66,13.73,4.64,4.65,68.53,0.0,3.48,1.77,0.0,21.66,100.804,14.51,17.24,6.07,3175.9,2914.6,127.6,0.0,2216.0,571.0,127.6,4.38,-261.3,3185.1,3342.8,-1.48332
2022-07-07T00:00:00+01:00,2022-07-06T23:00:00+00:00,0,3,7,0,summer,0,12.98,13.25,4.98,5.04,68.68,0.0,3.13,2.25,0.0,25.357,127.689,13.73,16.83,4.65,2977.6,2725.8,198.3,0.0,1932.6,594.9,198.3,7.27,-251.8,3175.9,3089.1,1.81917
2022-07-07T01:00:00+01:00,2022-07-07T00:00:00+00:00,1,3,7,0,summer,0,12.84,13.13,4.93,4.98,66.05,0.0,3.63,2.37,0.0,24.796,123.476,13.25,16.56,5.04,2814.2,2577.7,178.2,0.0,1806.2,593.3,178.2,6.91,-236.5,2977.6,2967.9,1.43665
2022-07-07T02:00:00+01:00,2022-07-07T01:00:00+00:00,2,3,7,0,summer,0,11.9,12.17,5.05,5.25,64.2,0.0,0.0,3.33,0.0,27.585,144.877,13.13,15.59,4.98,2732.7,2461.0,247.9,0.0,1647.3,565.8,247.9,10.07,-271.7,2814.2,2954.7,-0.55158
2022-07-07T03:00:00+01:00,2022-07-07T02:00:00+00:00,3,3,7,0,summer,0,11.92,12.1,6.2,6.47,65.85,0.0,1.93,3.4,0.0,41.891,271.129,12.17,14.93,5.25,2873.2,2612.9,508.5,0.0,1553.2,551.2,508.5,19.46,-260.3,2732.7,2885.9,-0.5712
2022-07-07T04:00:00+01:00,2022-07-07T03:00:00+00:00,4,3,7,0,summer,0,12.15,12.31,6.66,7.15,64.95,0.0,0.48,3.19,0.0,51.187,366.216,12.1,14.51,6.47,2967.6,2720.4,735.0,0.0,1483.5,501.9,735.0,27.02,-247.2,2873.2,2935.0,0.07868
2022-07-07T05:00:00+01:00,2022-07-07T04:00:00+00:00,5,3,7,0,summer,0,12.37,12.4,8.04,8.46,68.13,0.0,4.27,3.1,0.0,71.641,606.376,12.31,13.73,7.15,3230.7,3001.6,1206.9,0.0,1233.3,561.4,1206.9,40.21,-229.1,2967.6,3013.3,0.40134
2022-07-07T06:00:00+01:00,2022-07-07T05:00:00+00:00,6,3,7,0,summer,1,12.51,12.43,7.33,7.64,66.48,19.58,6.75,3.07,0.0,58.402,446.312,12.4,13.25,8.46,3469.6,3235.5,839.4,17.4,1817.8,560.9,856.8,26.48,-234.1,3230.7,3270.3,-1.27376
2022-07-07T07:00:00+01:00,2022-07-07T06:00:00+00:00,7,3,7,0,summer,1,12.84,12.78,8.28,8.6,74.07,47.96,1.45,2.72,0.0,73.874,634.947,12.43,13.13,7.64,3754.2,3681.9,1220.6,41.7,1861.3,558.3,1262.3,34.28,-72.3,3469.6,3548.9,0.20384
2022-07-07T08:00:00+01:00,2022-07-07T07:00:00+00:00,8,3,7,0,summer,1,13.01,12.97,7.89,8.15,75.63,75.65,9.72,2.53,0.0,66.458,541.782,12.78,12.17,8.6,3795.8,3636.4,1028.3,67.8,1960.2,580.1,1096.1,30.14,-159.4,3754.2,3544.0,-0.84595
2022-07-07T09:00:00+01:00,2022-07-07T08:00:00+00:00,9,3,7,0,summer,1,13.32,13.27,7.82,8.07,74.75,114.21,7.23,2.23,0.0,65.177,526.183,12.97,12.1,8.15,3750.4,3563.6,1047.3,101.7,1845.6,569.0,1149.0,32.24,-186.8,3795.8,3563.1,-0.26524
2022-07-07T10:00:00+01:00,2022-07-07T09:00:00+00:00,10,3,7,0,summer,1,13.96,13.8,5.82,6.09,78.22,141.65,5.39,1.7,0.0,37.108,226.045,13.27,12.31,8.07,3558.2,3368.3,438.2,127.2,2226.2,576.7,565.4,16.79,-189.9,3750.4,3237.0,1.21967
2022-07-07T11:00:00+01:00,2022-07-07T10:00:00+00:00,11,3,7,0,summer,1,14.52,14.46,6.89,7.17,81.22,151.97,0.87,1.04,0.0,51.409,368.602,13.8,12.4,6.09,3339.5,3078.6,724.3,138.8,1650.0,565.5,863.1,28.04,-260.9,3558.2,3088.8,1.31977
2022-07-07T12:00:00+01:00,2022-07-07T11:00:00+00:00,12,3,7,0,summer,1,15.24,15.21,5.03,5.29,85.15,156.09,0.8,0.29,0.0,27.961,147.851,14.46,12.43,7.17,3307.8,2993.0,264.1,144.7,2003.5,580.7,408.8,13.66,-314.8,3339.5,3026.4,1.46893
2022-07-07T13:00:00+01:00,2022-07-07T12:00:00+00:00,13,3,7,0,summer,1,15.92,15.89,5.48,5.71,83.97,159.99,3.51,0.0,0.0,32.578,185.945,15.21,12.78,5.29,3248.2,2940.3,321.8,149.6,1879.5,589.4,471.4,16.03,-307.9,3307.8,3077.3,0.01681
2022-07-07T14:00:00+01:00,2022-07-07T13:00:00+00:00,14,3,7,0,summer,1,15.56,15.62,6.0,6.17,80.83,176.29,2.2,0.0,0.0,38.027,234.497,15.89,12.97,5.71,3203.7,2933.9,395.1,159.1,1758.7,621.0,554.2,18.89,-269.8,3248.2,3122.1,-0.84309
2022-07-07T15:00:00+01:00,2022-07-07T14:00:00+00:00,15,3,7,0,summer,1,16.01,16.0,5.61,5.7,72.48,208.73,9.04,0.0,0.0,32.464,184.969,15.62,13.27,6.17,3292.0,2949.0,308.1,192.1,1871.0,577.8,500.2,16.96,-343.0,3203.7,3232.5,-0.04475
2022-07-07T16:00:00+01:00,2022-07-07T15:00:00+00:00,16,3,7,0,summer,1,16.09,16.15,6.48,6.57,63.8,224.4,0.0,0.0,0.0,43.153,283.477,16.0,13.8,5.7,3483.1,3156.1,482.0,197.8,1902.7,573.6,679.8,21.54,-327.0,3292.0,3484.3,0.70025
2022-07-07T17:00:00+01:00,2022-07-07T16:00:00+00:00,17,3,7,0,summer,1,16.22,16.32,5.64,5.63,66.65,173.28,10.12,0.0,0.0,31.687,178.368,16.15,14.46,6.57,3599.6,3336.9,268.8,161.0,2341.9,565.2,429.8,12.88,-262.7,3483.1,3657.4,0.79917
2022-07-07T18:00:00+01:00,2022-07-07T17:00:00+00:00,18,3,7,0,summer,1,16.5,16.52,5.46,5.49,65.97,140.77,1.3,0.0,0.0,30.136,165.433,16.32,15.21,5.63,3664.7,3350.3,260.8,125.5,2410.1,553.9,386.3,11.53,-314.4,3599.6,3619.4,0.42088
2022-07-07T19:00:00+01:00,2022-07-07T18:00:00+00:00,19,3,7,0,summer,1,15.97,15.93,3.98,4.11,63.5,103.98,0.27,0.0,0.0,16.857,69.209,16.52,15.89,5.49,3582.2,3385.5,60.6,97.5,2680.8,546.6,158.1,4.67,-196.7,3664.7,3580.4,0.01518
2022-07-07T20:00:00+01:00,2022-07-07T19:00:00+00:00,20,3,7,0,summer,1,15.77,15.72,2.63,2.57,69.62,55.1,0.0,0.0,0.0,6.612,17.0,15.93,15.62,4.11,3420.5,3160.4,0.0,47.9,2584.1,528.4,47.9,1.52,-260.1,3582.2,3466.0,0.6032
2022-07-07T21:00:00+01:00,2022-07-07T20:00:00+00:00,21,3,7,0,summer,1,15.91,15.86,2.58,2.66,65.33,23.58,1.43,0.0,0.0,7.076,18.823,15.72,16.0,2.57,3210.0,2905.7,14.3,20.3,2364.7,506.4,34.6,1.19,-304.3,3420.5,3238.1,-0.33679
2022-07-07T22:00:00+01:00,2022-07-07T21:00:00+00:00,22,3,7,0,summer,0,14.9,14.92,3.71,3.94,62.53,0.02,1.82,0.58,0.0,15.512,61.093,15.86,16.15,2.66,3149.1,2815.1,82.3,0.0,2213.5,519.3,82.3,2.92,-334.0,3210.0,3185.1,-0.21105
2022-07-07T23:00:00+01:00,2022-07-07T22:00:00+00:00,23,3,7,0,summer,0,14.92,14.92,4.7,4.95,69.92,0.0,2.63,0.58,0.0,24.457,120.95,14.92,16.32,3.94,3066.2,2861.7,181.5,0.0,2163.4,516.8,181.5,6.34,-204.5,3149.1,3175.9,-1.37431
2022-07-08T00:00:00+01:00,2022-07-07T23:00:00+00:00,0,4,7,0,summer,0,14.15,14.13,4.8,5.06,74.42,0.0,7.32,1.37,0.0,25.597,129.5,14.92,16.52,4.95,2826.4,2655.7,189.3,0.0,1948.3,518.1,189.3,7.13,-170.7,3066.2,2977.6,1.06264
2022-07-08T01:00:00+01:00,2022-07-08T00:00:00+00:00,1,4,7,0,summer,0,13.38,13.45,4.81,5.03,74.4,0.0,6.45,2.05,0.0,25.334,127.514,14.13,15.93,5.06,2690.4,2461.5,227.9,0.0,1711.7,521.9,227.9,9.26,-228.9,2826.4,2814.2,0.20291
2022-07-08T02:00:00+01:00,2022-07-08T01:00:00+00:00,2,4,7,0,summer,0,13.77,13.77,4.46,4.7,72.5,0.0,0.0,1.73,0.0,22.06,103.611,13.45,15.72,5.03,2700.2,2528.3,127.2,0.0,1851.6,549.5,127.2,5.03,-171.9,2690.4,2732.7,1.29564
2022-07-08T03:00:00+01:00,2022-07-08T02:00:00+00:00,3,4,7,0,summer,0,13.65,13.62,4.21,4.36,70.28,0.0,1.98,1.88,0.0,18.983,82.711,13.77,15.86,4.7,2738.0,2562.8,73.4,0.0,1949.8,539.6,73.4,2.86,-175.2,2700.2,2873.2,-0.90982
2022-07-08T04:00:00+01:00,2022-07-08T03:00:00+00:00,4,4,7,0,summer,0,13.39,13.38,4.71,4.89,68.75,0.0,2.08,2.12,0.0,23.876,116.665,13.62,14.92,4.36,2808.3,2682.1,108.3,0.0,2030.3,543.5,108.3,4.04,-126.2,2738.0,2967.6,0.36851
2022-07-08T05:00:00+01:00,2022-07-08T04:00:00+00:00,5,4,7,0,summer,0,13.61,13.52,4.51,4.72,69.33,0.0,0.0,1.98,0.0,22.306,105.348,13.38,14.92,4.89,2960.1,2879.8,115.6,0.0,2241.6,522.6,115.6,4.01,-80.3,2808.3,3230.7,1.58222
2022-07-08T06:00:00+01:00,2022-07-08T05:00:00+00:00,6,4,7,0,summer,1,13.96,13.91,4.16,4.42,69.68,16.81,5.61,1.59,0.0,19.504,86.134,13.52,14.13,4.72,3254.0,3152.0,116.7,14.3,2502.7,518.3,131.0,4.16,-102.0,2960.1,3469.6,-0.77109
2022-07-08T07:00:00+01:00,2022-07-08T06:00:00+00:00,7,4,7,0,summer,1,13.9,13.9,4.83,5.25,72.83,44.93,9.51,1.6,0.0,27.578,144.827,13.91,13.45,4.42,3485.9,3380.3,227.7,38.6,2593.7,520.3,266.3,7.88,-105.6,3254.0,3754.2,-0.4511
2022-07-08T08:00:00+01:00,2022-07-08T07:00:00+00:00,8,4,7,0,summer,1,14.39,14.41,5.53,6.07,67.82,90.26,0.5,1.09,0.0,36.857,223.759,13.9,13.77,5.25,3545.5,3342.3,405.7,85.2,2331.5,519.9,490.9,14.69,-203.2,3485.9,3795.8,1.1455
2022-07-08T09:00:00+01:00,2022-07-08T08:00:00+00:00,9,4,7,0,summer,1,15.01,15.02,5.64,6.21,65.48,138.73,5.57,0.48,0.0,38.624,240.039,14.41,13.62,6.07,3378.7,3246.2,517.4,124.9,2085.5,518.4,642.3,19.79,-132.5,3545.5,3750.4,-0.95386
2022-07-08T10:00:00+01:00,2022-07-08T09:00:00+00:00,10,4,7,0,summer,1,15.22,15.25,5.57,6.13,59.33,206.44,0.48,0.25,0.0,37.567,230.256,15.02,13.38,6.21,3228.1,3066.5,503.5,195.6,1842.9,524.5,699.1,22.8,-161.6,3378.7,3558.2,-0.42709
2022-07-08T11:00:00+01:00,2022-07-08T10:00:00+00:00,11,4,7,0,summer,1,15.92,15.87,6.52,7.11,63.9,230.55,0.08,0.0,0.0,50.568,359.592,15.25,13.52,6.13,3070.8,2827.5,793.8,209.4,1272.7,551.6,1003.2,35.48,-243.3,3228.1,3339.5,-0.59717
2022-07-08T12:00:00+01:00,2022-07-08T11:00:00+00:00,12,4,7,0,summer,1,16.23,16.04,6.19,6.67,65.78,244.27,0.29,0.0,0.0,44.493,296.781,15.87,13.91,7.11,3153.7,2965.0,627.2,222.8,1571.4,543.6,850.0,28.67,-188.7,3070.8,3307.8,0.36999
2022-07-08T13:00:00+01:00,2022-07-08T12:00:00+00:00,13,4,7,0,summer,1,16.89,16.72,6.3,6.91,69.78,247.11,1.7,0.0,0.0,47.747,329.925,16.04,13.9,6.67,3130.6,2944.7,713.0,228.9,1444.4,558.4,941.9,31.99,-185.9,3153.7,3248.2,-0.70842
2022-07-08T14:00:00+01:00,2022-07-08T13:00:00+00:00,14,4,7,0,summer,1,17.1,17.03,6.52,7.04,75.63,218.77,0.68,0.0,0.0,49.522,348.498,16.72,14.41,6.91,3310.0,3095.8,745.9,212.3,1595.4,542.2,958.2,30.95,-214.2,3130.6,3203.7,-0.39859
2022-07-08T15:00:00+01:00,2022-07-08T14:00:00+00:00,15,4,7,0,summer,1,17.83,17.86,6.82,7.11,82.58,177.89,5.04,0.0,0.0,50.558,359.486,17.03,15.02,7.04,3422.3,3270.3,691.2,159.9,1873.1,546.1,851.1,26.03,-152.0,3310.0,3292.0,0.16915
2022-07-08T16:00:00+01:00,2022-07-08T15:00:00+00:00,16,4,7,0,summer,1,18.13,18.18,7.92,8.2,72.73,186.59,3.84,0.0,0.18,67.307,552.195,17.86,15.25,7.11,3633.0,3456.4,1096.2,166.8,1642.4,551.0,1263.0,36.54,-176.6,3422.3,3483.1,-2.0326
2022-07-08T17:00:00+01:00,2022-07-08T16:00:00+00:00,17,4,7,0,summer,1,17.93,18.0,7.6,7.93,77.55,150.01,4.71,0.0,0.0,62.945,499.394,18.18,15.87,8.2,3781.7,3513.6,980.8,138.3,1826.4,568.1,1119.1,31.85,-268.1,3633.0,3599.6,-0.30592
2022-07-08T18:00:00+01:00,2022-07-08T17:00:00+00:00,18,4,7,0,summer,1,17.95,18.03,7.2,7.42,77.43,115.08,4.45,0.0,0.03,55.074,408.717,18.0,16.04,7.93,3881.6,3606.7,729.6,104.2,2195.2,577.7,833.8,23.12,-274.9,3781.7,3664.7,0.79264
2022-07-08T19:00:00+01:00,2022-07-08T18:00:00+00:00,19,4,7,0,summer,1,17.57,17.69,5.98,6.16,74.03,90.36,4.61,0.0,0.0,37.947,233.756,18.03,16.72,7.42,3723.9,3443.0,413.0,81.8,2405.0,543.2,494.8,14.37,-280.9,3881.6,3582.2,-0.35022
2022-07-08T20:00:00+01:00,2022-07-08T19:00:00+00:00,20,4,7,0,summer,1,17.4,17.56,6.38,6.64,77.8,48.7,5.49,0.0,0.0,44.082,292.676,17.69,17.03,6.16,3598.7,3370.6,527.5,42.2,2264.6,536.3,569.7,16.9,-228.1,3723.9,3420.5,-0.63495
2022-07-08T21:00:00+01:00,2022-07-08T20:00:00+00:00,21,4,7,0,summer,1,17.31,17.47,6.48,6.66,85.98,14.85,7.59,0.0,0.0,44.344,295.289,17.56,17.86,6.64,3409.4,3223.2,556.0,12.6,2133.3,521.3,568.6,17.64,-186.2,3598.7,3210.0,-0.58674
2022-07-08T22:00:00+01:00,2022-07-08T21:00:00+00:00,22,4,7,0,summer,0,17.42,17.72,7.29,7.77,84.1,0.01,1.56,0.0,0.0,60.3,468.247,17.47,18.18,6.66,3227.1,3170.2,929.9,0.0,1733.8,506.5,929.9,29.33,-56.9,3409.4,3149.1,-0.95082
2022-07-08T23:00:00+01:00,2022-07-08T22:00:00+00:00,23,4,7,0,summer,0,17.5,17.79,7.58,8.07,82.77,0.0,6.39,0.0,0.0,65.202,526.496,17.72,18.0,7.77,3121.7,3107.1,1055.9,0.0,1534.0,517.2,1055.9,33.98,-14.6,3227.1,3066.2,0.95684
2022-07-09T00:00:00+01:00,2022-07-08T23:00:00+00:00,0,5,7,1,summer,0,16.58,16.79,6.55,7.03,83.22,0.0,2.03,0.0,0.0,49.438,347.607,17.79,18.03,8.07,2619.4,2536.1,692.8,0.0,1355.6,487.7,692.8,27.32,-83.3,3121.7,2826.4,1.42594
2022-07-09T01:00:00+01:00,2022-07-09T00:00:00+00:00,1,5,7,1,summer,0,16.63,16.87,8.32,8.79,87.75,0.0,9.26,0.0,0.0,77.34,680.149,16.79,17.69,7.03,2526.5,2455.8,1337.3,0.0,635.3,483.2,1337.3,54.45,-70.7,2619.4,2690.4,0.4986
2022-07-09T02:00:00+01:00,2022-07-09T01:00:00+00:00,2,5,7,1,summer,0,15.92,16.13,7.31,7.67,86.73,0.0,1.06,0.0,0.0,58.814,451.041,16.87,17.56,8.79,2359.4,2265.9,925.8,0.0,900.1,440.0,925.8,40.86,-93.5,2526.5,2700.2,-0.77901
2022-07-09T03:00:00+01:00,2022-07-09T02:00:00+00:00,3,5,7,1,summer,0,15.45,15.64,6.97,7.18,85.82,0.0,5.35,0.0,0.0,51.522,369.822,16.13,17.47,7.67,2369.8,2269.9,694.3,0.0,1094.5,481.1,694.3,30.59,-99.9,2359.4,2738.0,-0.33119
2022-07-09T04:00:00+01:00,2022-07-09T03:00:00+00:00,4,5,7,1,summer,0,15.55,15.76,6.7,6.93,71.85,0.0,2.02,0.0,0.0,48.025,332.813,15.64,17.72,7.18,2512.9,2373.7,588.5,0.0,1322.3,462.9,588.5,24.79,-139.2,2369.8,2808.3,0.0482
2022-07-09T05:00:00+01:00,2022-07-09T04:00:00+00:00,5,5,7,1,summer,0,15.82,15.89,7.36,7.65,70.27,0.0,0.25,0.0,0.0,58.448,446.837,15.76,17.79,6.93,2647.8,2426.8,818.9,0.0,1121.1,486.8,818.9,33.74,-221.0,2512.9,2960.1,0.57886
2022-07-09T06:00:00+01:00,2022-07-09T05:00:00+00:00,6,5,7,1,summer,1,16.23,16.27,6.94,7.25,76.5,13.39,1.09,0.0,0.0,52.538,380.81,15.89,16.79,7.65,2788.8,2721.4,751.1,11.7,1446.0,512.6,762.8,28.03,-67.4,2647.8,3254.0,-0.56154
2022-07-09T07:00:00+01:00,2022-07-09T06:00:00+00:00,7,5,7,1,summer,1,16.87,16.78,6.58,7.0,74.97,44.86,1.16,0.0,0.0,49.014,343.147,16.27,16.87,7.25,3084.4,2927.4,699.8,39.7,1686.6,501.3,739.5,25.26,-157.0,2788.8,3485.9,-1.34966
2022-07-09T08:00:00+01:00,2022-07-09T07:00:00+00:00,8,5,7,1,summer,1,17.74,17.58,6.84,7.08,73.9,78.7,4.39,0.0,0.0,50.078,354.384,16.78,16.13,7.0,3166.7,2979.0,713.3,74.0,1683.0,508.7,787.3,26.43,-187.7,3084.4,3545.5,-0.09262
2022-07-09T09:00:00+01:00,2022-07-09T08:00:00+00:00,9,5,7,1,summer,1,17.48,17.23,6.82,7.06,80.5,104.34,2.21,0.0,0.0,49.839,351.851,17.58,15.64,7.08,3079.1,2905.2,697.6,99.2,1622.5,485.9,796.8,27.43,-173.9,3166.7,3378.7,0.86351
2022-07-09T10:00:00+01:00,2022-07-09T09:00:00+00:00,10,5,7,1,summer,1,17.81,17.5,6.95,7.25,77.9,136.05,0.81,0.0,0.0,52.609,381.583,17.23,15.76,7.06,2903.2,2802.0,763.5,125.8,1403.6,509.1,889.3,31.74,-101.2,3079.1,3228.1,0.17495
2022-07-09T11:00:00+01:00,2022-07-09T10:00:00+00:00,11,5,7,1,summer,1,17.37,17.24,6.6,6.85,75.1,181.19,0.0,0.0,0.0,46.932,321.518,17.5,15.89,7.25,2816.2,2699.2,654.5,166.8,1345.2,532.7,821.3,30.43,-117.0,2903.2,3070.8,1.02587
2022-07-09T12:00:00+01:00,2022-07-09T11:00:00+00:00,12,5,7,1,summer,1,16.74,16.55,5.37,5.57,80.85,164.0,8.64,0.0,0.0,30.987,172.492,17.24,16.27,6.85,2713.7,2662.6,327.1,148.1,1646.3,541.1,475.2,17.85,-51.1,2816.2,3153.7,0.51034
2022-07-09T13:00:00+01:00,2022-07-09T12:00:00+00:00,13,5,7,1,summer,1,17.33,17.1,5.91,6.1,79.1,180.24,3.22,0.0,0.0,37.189,226.791,16.55,16.78,5.57,2825.5,2812.0,455.4,165.3,1664.7,526.6,620.7,22.07,-13.5,2713.7,3130.6,-0.96923
2022-07-09T14:00:00+01:00,2022-07-09T13:00:00+00:00,14,5,7,1,summer,1,17.22,17.0,6.16,6.39,80.97,175.92,3.65,0.0,0.0,40.822,260.819,17.1,17.58,6.1,2884.2,2894.3,527.6,161.8,1668.0,536.9,689.4,23.82,10.1,2825.5,3310.0,-1.33197
2022-07-09T15:00:00+01:00,2022-07-09T14:00:00+00:00,15,5,7,1,summer,1,17.67,17.49,5.86,6.1,87.25,150.33,6.32,0.0,0.0,37.233,227.193,17.0,17.23,6.39,2991.7,2933.9,422.4,134.8,1819.1,557.6,557.2,18.99,-57.8,2884.2,3422.3,-1.36748
2022-07-09T16:00:00+01:00,2022-07-09T15:00:00+00:00,16,5,7,1,summer,1,17.88,17.63,6.87,7.2,83.52,143.13,0.91,0.0,0.0,51.875,373.621,17.49,17.5,6.1,3277.3,3190.5,705.5,131.5,1787.2,566.3,837.0,26.23,-86.8,2991.7,3633.0,0.15726
2022-07-09T17:00:00+01:00,2022-07-09T16:00:00+00:00,17,5,7,1,summer,1,17.74,17.41,7.07,7.46,81.12,133.73,3.73,0.0,0.0,55.695,415.645,17.63,17.24,7.2,3518.6,3439.1,814.0,124.5,1920.1,580.5,938.5,27.29,-79.5,3277.3,3781.7,-1.31463
2022-07-09T18:00:00+01:00,2022-07-09T17:00:00+00:00,18,5,7,1,summer,1,17.66,17.33,7.73,8.26,74.53,112.35,3.36,0.0,0.0,68.242,563.744,17.41,16.55,7.46,3641.0,3513.0,1162.4,104.3,1650.5,595.8,1266.7,36.06,-128.0,3518.6,3881.6,0.18876
2022-07-09T19:00:00+01:00,2022-07-09T18:00:00+00:00,19,5,7,1,summer,1,17.17,16.86,7.63,8.1,70.43,92.27,9.96,0.0,0.0,65.605,531.382,17.33,17.1,8.26,3511.2,3442.7,1089.3,85.4,1645.3,622.7,1174.7,34.12,-68.5,3641.0,3723.9,-0.03922
2022-07-09T20:00:00+01:00,2022-07-09T19:00:00+00:00,20,5,7,1,summer,1,16.38,16.16,9.69,10.35,73.3,53.33,2.02,0.0,0.0,107.195,1109.843,16.86,17.0,8.1,3265.7,3338.0,2382.1,49.3,299.9,606.7,2431.4,72.84,72.3,3511.2,3598.7,0.43948
2022-07-09T21:00:00+01:00,2022-07-09T20:00:00+00:00,21,5,7,1,summer,1,16.27,16.15,9.51,10.27,69.97,21.92,3.03,0.0,0.0,105.547,1084.346,16.16,17.49,10.35,3091.9,3085.6,2284.6,17.8,180.0,603.2,2302.4,74.62,-6.3,3265.7,3409.4,-1.87181
2022-07-09T22:00:00+01:00,2022-07-09T21:00:00+00:00,22,5,7,1,summer,0,15.38,15.31,9.42,10.25,69.93,0.0,0.98,0.19,0.0,104.983,1075.662,16.15,17.63,10.27,2944.0,2975.4,2187.6,0.0,180.0,607.8,2187.6,73.52,31.4,3091.9,3227.1,-2.31102
2022-07-09T23:00:00+01:00,2022-07-09T22:00:00+00:00,23,5,7,1,summer,0,15.27,15.27,10.43,11.29,78.12,0.0,7.39,0.23,0.0,127.367,1437.426,15.31,17.41,10.25,2966.2,3085.0,2305.6,0.0,180.0,599.4,2305.6,74.74,118.8,2944.0,3121.7,-1.50736
2022-07-10T00:00:00+01:00,2022-07-09T23:00:00+00:00,0,6,7,1,summer,0,15.49,15.41,8.72,9.58,83.8,0.0,3.82,0.09,0.0,91.751,878.86,15.27,17.33,11.29,2721.4,2583.4,1812.2,0.0,180.0,591.2,1812.2,70.15,-138.0,2966.2,2619.4,-0.6026
2022-07-10T01:00:00+01:00,2022-07-10T00:00:00+00:00,1,6,7,1,summer,0,14.88,14.84,8.78,9.69,79.9,0.0,6.87,0.66,0.0,93.908,910.022,15.41,16.86,9.58,2642.4,2691.6,1930.7,0.0,180.0,580.9,1930.7,71.73,49.2,2721.4,2526.5,0.78065
2022-07-10T02:00:00+01:00,2022-07-10T01:00:00+00:00,2,6,7,1,summer,0,14.68,14.64,7.82,8.51,89.52,0.0,9.23,0.86,0.0,72.458,616.773,14.84,16.16,9.69,2577.0,2510.4,1267.3,0.0,644.0,599.1,1267.3,50.48,-66.6,2642.4,2359.4,0.98962
2022-07-10T03:00:00+01:00,2022-07-10T02:00:00+00:00,3,6,7,1,summer,0,14.21,14.16,7.58,8.3,82.33,0.0,9.28,1.34,0.0,68.91,572.035,14.64,16.15,8.51,2479.9,2498.0,1191.6,0.0,695.9,610.5,1191.6,47.7,18.1,2577.0,2369.8,-0.78002
2022-07-10T04:00:00+01:00,2022-07-10T03:00:00+00:00,4,6,7,1,summer,0,14.51,14.55,7.23,7.77,82.75,0.0,8.72,0.95,0.0,60.399,469.405,14.16,15.31,8.3,2487.0,2484.2,892.6,0.0,972.8,618.8,892.6,35.93,-2.8,2479.9,2512.9,1.27722
